country,score,upper,lower,gdp_explained,ss_explained,hle_explained,fmlc_explained,gen_explained,pc_explained,dystopia_residual,year,rank,Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total,_merge
Ireland,7.021,,,1.499,1.553,0.999,0.516,0.298,0.31,,2019,16.0,Ireland,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,3.0,4.0,11.0,0.0,,39.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,4.0,4.0,4.0,4.0,16.0,58.0,97.0,both
Germany,6.985,,,1.373,1.454,0.987,0.495,0.261,0.265,,2019,17.0,Germany,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,4.0,12.0,0.0,,39.0,4.0,3.0,4.0,3.0,14.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,4.0,4.0,4.0,3.0,15.0,55.0,94.0,both
Belgium,6.923,,,1.356,1.504,0.986,0.473,0.16,0.21,,2019,18.0,Belgium,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,3.0,4.0,11.0,0.0,,39.0,4.0,3.0,4.0,4.0,15.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,4.0,3.0,15.0,57.0,96.0,both
United States,6.892,,,1.433,1.457,0.874,0.454,0.28,0.128,,2019,19.0,United States,Americas,c,2019.0,F,2.0,1.0,3.0,4.0,3.0,10.0,4.0,4.0,3.0,3.0,14.0,3.0,3.0,3.0,9.0,0.0,,33.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,3.0,11.0,3.0,3.0,3.0,2.0,11.0,4.0,4.0,4.0,3.0,15.0,53.0,86.0,both
Czech Republic,6.852,,,1.269,1.487,0.92,0.457,0.046,0.036,,2019,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
United Arab Emirates,6.825,,,1.503,1.31,0.825,0.598,0.262,0.182,,2019,21.0,United Arab Emirates,Middle East,c,2019.0,NF,7.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,,5.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,12.0,17.0,both
Malta,6.726,,,1.3,1.52,0.999,0.564,0.375,0.151,,2019,22.0,Malta,Europe,c,2019.0,F,2.0,1.0,4.0,4.0,4.0,12.0,3.0,4.0,3.0,4.0,14.0,4.0,2.0,3.0,9.0,0.0,,35.0,3.0,4.0,4.0,4.0,15.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,3.0,3.0,14.0,56.0,91.0,both
Mexico,6.595,,,1.07,1.323,0.861,0.433,0.074,0.073,,2019,23.0,Mexico,Americas,c,2019.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,4.0,4.0,2.0,3.0,13.0,2.0,1.0,2.0,5.0,0.0,,27.0,2.0,4.0,4.0,3.0,13.0,3.0,2.0,2.0,7.0,2.0,1.0,1.0,2.0,6.0,3.0,2.0,3.0,2.0,10.0,36.0,63.0,both
France,6.592,,,1.324,1.472,1.045,0.436,0.111,0.183,,2019,24.0,France,Europe,c,2019.0,F,1.0,2.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,3.0,4.0,11.0,0.0,,38.0,4.0,3.0,4.0,3.0,14.0,3.0,4.0,4.0,11.0,4.0,3.0,3.0,3.0,13.0,4.0,4.0,3.0,3.0,14.0,52.0,90.0,both
Taiwan,6.446,,,1.368,1.43,0.914,0.351,0.242,0.097,,2019,25.0,Taiwan,Asia,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,4.0,15.0,4.0,3.0,3.0,10.0,0.0,,37.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,3.0,11.0,4.0,4.0,4.0,3.0,15.0,4.0,3.0,4.0,3.0,14.0,56.0,93.0,both
Chile,6.444,,,1.159,1.369,0.92,0.357,0.187,0.056,,2019,26.0,Chile,Americas,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,3.0,3.0,10.0,0.0,,37.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,4.0,4.0,4.0,3.0,15.0,57.0,94.0,both
Guatemala,6.436,,,0.8,1.269,0.746,0.535,0.175,0.078,,2019,27.0,Guatemala,Americas,c,2019.0,PF,4.0,4.0,3.0,3.0,2.0,8.0,3.0,3.0,2.0,2.0,10.0,2.0,1.0,1.0,4.0,0.0,,22.0,2.0,4.0,3.0,2.0,11.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,8.0,31.0,53.0,both
Saudi Arabia,6.375,,,1.403,1.357,0.795,0.439,0.08,0.132,,2019,28.0,Saudi Arabia,Middle East,c,2019.0,NF,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,6.0,7.0,both
Qatar,6.374,,,1.684,1.313,0.871,0.555,0.22,0.167,,2019,29.0,Qatar,Middle East,c,2019.0,NF,6.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,,7.0,1.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,5.0,1.0,1.0,1.0,1.0,4.0,18.0,25.0,both
Spain,6.354,,,1.286,1.484,1.062,0.362,0.153,0.079,,2019,30.0,Spain,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,3.0,4.0,11.0,0.0,,39.0,3.0,4.0,4.0,3.0,14.0,3.0,4.0,4.0,11.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,4.0,3.0,15.0,55.0,94.0,both
Panama,6.321,,,1.149,1.442,0.91,0.516,0.109,0.054,,2019,31.0,Panama,Americas,c,2019.0,F,1.0,2.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,2.0,3.0,9.0,0.0,,36.0,3.0,4.0,4.0,4.0,15.0,4.0,4.0,3.0,11.0,2.0,2.0,3.0,3.0,10.0,4.0,3.0,3.0,2.0,12.0,48.0,84.0,both
Brazil,6.3,,,1.004,1.439,0.802,0.39,0.099,0.086,,2019,32.0,Brazil,Americas,c,2019.0,F,2.0,2.0,3.0,3.0,4.0,10.0,4.0,4.0,3.0,3.0,14.0,2.0,2.0,2.0,6.0,0.0,,30.0,3.0,4.0,4.0,4.0,15.0,3.0,3.0,3.0,9.0,3.0,2.0,1.0,2.0,8.0,4.0,3.0,3.0,3.0,13.0,45.0,75.0,both
Uruguay,6.293,,,1.124,1.465,0.891,0.523,0.127,0.15,,2019,33.0,Uruguay,Americas,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,0.0,,40.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,3.0,4.0,4.0,15.0,4.0,4.0,4.0,3.0,15.0,58.0,98.0,both
Singapore,6.262,,,1.572,1.463,1.141,0.556,0.271,0.453,,2019,34.0,Singapore,Asia,c,2019.0,PF,4.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,8.0,2.0,3.0,2.0,7.0,0.0,,19.0,2.0,3.0,1.0,3.0,9.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,7.0,3.0,3.0,3.0,3.0,12.0,32.0,51.0,both
El Salvador,6.253,,,0.794,1.242,0.789,0.43,0.093,0.074,,2019,35.0,El Salvador,Americas,c,2019.0,F,2.0,3.0,4.0,3.0,4.0,11.0,4.0,4.0,2.0,3.0,13.0,3.0,2.0,3.0,8.0,0.0,,32.0,2.0,4.0,3.0,3.0,12.0,3.0,3.0,2.0,8.0,2.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,2.0,8.0,35.0,67.0,both
Italy,6.223,,,1.294,1.488,1.039,0.231,0.158,0.03,,2019,36.0,Italy,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,4.0,3.0,3.0,10.0,0.0,,36.0,3.0,4.0,4.0,4.0,15.0,4.0,4.0,4.0,12.0,3.0,3.0,3.0,3.0,12.0,4.0,3.0,4.0,3.0,14.0,53.0,89.0,both
Bahrain,6.199,,,1.362,1.368,0.871,0.536,0.255,0.11,,2019,37.0,Bahrain,Middle East,c,2019.0,NF,7.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,6.0,10.0,12.0,both
Slovakia,6.198,,,1.246,1.504,0.881,0.334,0.121,0.014,,2019,38.0,Slovakia,Europe,c,2019.0,F,1.0,2.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,3.0,2.0,9.0,0.0,,36.0,2.0,4.0,4.0,4.0,14.0,4.0,4.0,4.0,12.0,3.0,3.0,3.0,3.0,12.0,4.0,4.0,3.0,3.0,14.0,52.0,88.0,both
Trinidad & Tobago,6.192,,,1.231,1.477,0.713,0.489,0.185,0.016,,2019,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
Poland,6.182,,,1.206,1.438,0.884,0.483,0.117,0.05,,2019,40.0,Poland,Europe,c,2019.0,F,2.0,2.0,4.0,4.0,3.0,11.0,4.0,4.0,4.0,4.0,16.0,3.0,3.0,2.0,8.0,0.0,,35.0,3.0,4.0,3.0,4.0,14.0,3.0,3.0,4.0,10.0,1.0,3.0,4.0,3.0,11.0,4.0,4.0,3.0,3.0,14.0,49.0,84.0,both
Uzbekistan,6.174,,,0.745,1.529,0.756,0.631,0.322,0.24,,2019,41.0,Uzbekistan,Eurasia,c,2019.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,9.0,both
Lithuania,6.149,,,1.238,1.515,0.818,0.291,0.043,0.042,,2019,42.0,Lithuania,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,3.0,3.0,10.0,0.0,,38.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,3.0,11.0,3.0,3.0,3.0,3.0,12.0,4.0,4.0,3.0,3.0,14.0,53.0,91.0,both
Colombia,6.125,,,0.985,1.41,0.841,0.47,0.099,0.034,,2019,43.0,Colombia,Americas,c,2019.0,PF,3.0,3.0,4.0,3.0,3.0,10.0,3.0,3.0,2.0,3.0,11.0,3.0,2.0,3.0,8.0,0.0,,29.0,2.0,4.0,3.0,3.0,12.0,2.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,9.0,3.0,2.0,3.0,2.0,10.0,37.0,66.0,both
Slovenia,6.118,,,1.258,1.523,0.953,0.564,0.144,0.057,,2019,44.0,Slovenia,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,3.0,4.0,11.0,0.0,,39.0,3.0,3.0,4.0,4.0,14.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,3.0,3.0,14.0,55.0,94.0,both
Nicaragua,6.105,,,0.694,1.325,0.835,0.435,0.2,0.127,,2019,45.0,Nicaragua,Americas,c,2019.0,NF,6.0,5.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,,10.0,1.0,3.0,2.0,2.0,8.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,8.0,22.0,32.0,both
Kosovo,6.1,,,0.882,1.232,0.758,0.489,0.262,0.006,,2019,46.0,Kosovo,Europe,c,2019.0,PF,3.0,4.0,3.0,3.0,3.0,9.0,3.0,3.0,2.0,2.0,10.0,2.0,1.0,2.0,5.0,0.0,,24.0,2.0,2.0,2.0,3.0,9.0,3.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,7.0,30.0,54.0,both
Argentina,6.086,,,1.092,1.432,0.881,0.471,0.066,0.05,,2019,47.0,Argentina,Americas,c,2019.0,F,2.0,2.0,4.0,4.0,3.0,11.0,4.0,4.0,4.0,3.0,15.0,3.0,2.0,3.0,8.0,0.0,,34.0,3.0,4.0,4.0,4.0,15.0,4.0,4.0,3.0,11.0,2.0,3.0,2.0,3.0,10.0,4.0,3.0,4.0,3.0,14.0,50.0,84.0,both
Romania,6.07,,,1.162,1.232,0.825,0.462,0.083,0.005,,2019,48.0,Romania,Europe,c,2019.0,F,2.0,2.0,4.0,4.0,3.0,11.0,4.0,4.0,3.0,3.0,14.0,4.0,2.0,3.0,9.0,0.0,,34.0,3.0,3.0,3.0,4.0,13.0,3.0,4.0,3.0,10.0,3.0,3.0,3.0,3.0,12.0,4.0,2.0,3.0,3.0,12.0,47.0,81.0,both
Cyprus,6.046,,,1.263,1.223,1.042,0.406,0.19,0.041,,2019,49.0,Cyprus,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,3.0,4.0,11.0,0.0,,38.0,4.0,4.0,3.0,4.0,15.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,3.0,4.0,4.0,3.0,14.0,56.0,94.0,both
Ecuador,6.028,,,0.912,1.312,0.868,0.498,0.126,0.087,,2019,50.0,Ecuador,Americas,c,2019.0,PF,3.0,3.0,3.0,3.0,1.0,7.0,3.0,2.0,3.0,3.0,11.0,3.0,2.0,2.0,7.0,0.0,,25.0,2.0,4.0,3.0,3.0,12.0,3.0,3.0,3.0,9.0,1.0,2.0,2.0,2.0,7.0,3.0,2.0,3.0,2.0,10.0,38.0,63.0,both
Kuwait,6.021,,,1.5,1.319,0.808,0.493,0.142,0.097,,2019,51.0,Kuwait,Middle East,c,2019.0,PF,5.0,5.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,4.0,0.0,,13.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,7.0,2.0,1.0,2.0,1.0,6.0,23.0,36.0,both
Thailand,6.008,,,1.05,1.409,0.828,0.557,0.359,0.028,,2019,52.0,Thailand,Asia,c,2019.0,NF,7.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,,5.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,10.0,25.0,30.0,both
Latvia,5.94,,,1.187,1.465,0.812,0.264,0.075,0.064,,2019,53.0,Latvia,Europe,c,2019.0,F,2.0,2.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,3.0,3.0,3.0,9.0,0.0,,35.0,3.0,4.0,3.0,4.0,14.0,4.0,4.0,4.0,12.0,3.0,3.0,3.0,3.0,12.0,4.0,4.0,3.0,3.0,14.0,52.0,87.0,both
South Korea,5.895,,,1.301,1.219,1.036,0.159,0.175,0.056,,2019,54.0,South Korea,Asia,c,2019.0,F,2.0,2.0,4.0,4.0,3.0,11.0,3.0,4.0,3.0,3.0,13.0,4.0,3.0,2.0,9.0,0.0,,33.0,3.0,4.0,3.0,4.0,14.0,4.0,3.0,4.0,11.0,3.0,3.0,3.0,3.0,12.0,4.0,3.0,3.0,3.0,13.0,50.0,83.0,both
Estonia,5.893,,,1.237,1.528,0.874,0.495,0.103,0.161,,2019,55.0,Estonia,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,3.0,4.0,11.0,0.0,,38.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,4.0,4.0,3.0,3.0,14.0,56.0,94.0,both
Jamaica,5.89,,,0.831,1.478,0.831,0.49,0.107,0.028,,2019,56.0,Jamaica,Americas,c,2019.0,F,2.0,2.0,4.0,4.0,4.0,12.0,4.0,4.0,2.0,3.0,13.0,4.0,3.0,2.0,9.0,0.0,,34.0,4.0,4.0,4.0,3.0,15.0,3.0,4.0,3.0,10.0,3.0,2.0,2.0,1.0,8.0,3.0,3.0,2.0,3.0,11.0,44.0,78.0,both
Mauritius,5.888,,,1.12,1.402,0.798,0.498,0.215,0.06,,2019,57.0,Mauritius,Africa,c,2019.0,F,1.0,2.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,3.0,3.0,10.0,0.0,,37.0,3.0,4.0,4.0,4.0,15.0,4.0,4.0,4.0,12.0,3.0,4.0,3.0,3.0,13.0,4.0,3.0,3.0,2.0,12.0,52.0,89.0,both
Japan,5.886,,,1.327,1.419,1.088,0.445,0.069,0.14,,2019,58.0,Japan,Asia,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,0.0,,40.0,3.0,4.0,4.0,4.0,15.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,3.0,3.0,14.0,56.0,96.0,both
Honduras,5.86,,,0.642,1.236,0.828,0.507,0.246,0.078,,2019,59.0,Honduras,Americas,c,2019.0,PF,4.0,4.0,2.0,3.0,2.0,7.0,3.0,2.0,1.0,2.0,8.0,2.0,2.0,1.0,5.0,0.0,,20.0,1.0,4.0,2.0,2.0,9.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,8.0,26.0,46.0,both
Kazakhstan,5.809,,,1.173,1.508,0.729,0.41,0.146,0.096,,2019,60.0,Kazakhstan,Eurasia,c,2019.0,NF,7.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,,5.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,8.0,17.0,22.0,both
Bolivia,5.779,,,0.776,1.209,0.706,0.511,0.137,0.064,,2019,61.0,Bolivia,Americas,c,2019.0,PF,3.0,3.0,4.0,4.0,2.0,10.0,3.0,2.0,3.0,3.0,11.0,3.0,2.0,2.0,7.0,0.0,,28.0,2.0,4.0,4.0,4.0,14.0,3.0,3.0,3.0,9.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,3.0,2.0,10.0,39.0,67.0,both
Hungary,5.758,,,1.201,1.41,0.828,0.199,0.081,0.02,,2019,62.0,Hungary,Europe,c,2019.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,3.0,2.0,3.0,3.0,11.0,3.0,2.0,2.0,7.0,0.0,,27.0,2.0,3.0,2.0,3.0,10.0,4.0,2.0,4.0,10.0,2.0,3.0,3.0,2.0,10.0,4.0,3.0,3.0,3.0,13.0,43.0,70.0,both
Paraguay,5.743,,,0.855,1.475,0.777,0.514,0.184,0.08,,2019,63.0,Paraguay,Americas,c,2019.0,PF,3.0,3.0,3.0,4.0,3.0,10.0,3.0,4.0,3.0,2.0,12.0,2.0,2.0,2.0,6.0,0.0,,28.0,2.0,4.0,3.0,3.0,12.0,3.0,3.0,2.0,8.0,2.0,1.0,2.0,2.0,7.0,3.0,3.0,2.0,2.0,10.0,37.0,65.0,both
Northern Cyprus,5.718,,,1.263,1.252,1.042,0.417,0.191,0.162,,2019,64.0,Northern Cyprus,Europe,t,2019.0,F,2.0,2.0,4.0,4.0,3.0,11.0,4.0,4.0,3.0,2.0,13.0,3.0,2.0,2.0,7.0,0.0,,31.0,4.0,3.0,4.0,4.0,15.0,4.0,4.0,3.0,11.0,4.0,3.0,3.0,3.0,13.0,3.0,3.0,3.0,2.0,11.0,50.0,81.0,both
Peru,5.697,,,0.96,1.274,0.854,0.455,0.083,0.027,,2019,65.0,Peru,Americas,c,2019.0,F,2.0,3.0,4.0,4.0,3.0,11.0,4.0,4.0,3.0,2.0,13.0,3.0,2.0,2.0,7.0,0.0,,31.0,3.0,4.0,4.0,4.0,15.0,3.0,3.0,2.0,8.0,2.0,2.0,2.0,2.0,8.0,4.0,3.0,2.0,2.0,11.0,42.0,73.0,both
Portugal,5.693,,,1.221,1.431,0.999,0.508,0.047,0.025,,2019,66.0,Portugal,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,3.0,4.0,11.0,0.0,,39.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,4.0,4.0,4.0,3.0,15.0,57.0,96.0,both
Pakistan,5.653,,,0.677,0.886,0.535,0.313,0.22,0.098,,2019,67.0,Pakistan,Asia,c,2019.0,PF,5.0,5.0,1.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,7.0,1.0,1.0,3.0,5.0,0.0,,17.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,6.0,22.0,39.0,both
Russia,5.648,,,1.183,1.452,0.726,0.334,0.082,0.031,,2019,68.0,Russia,Eurasia,c,2019.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,,5.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,7.0,15.0,20.0,both
Philippines,5.631,,,0.807,1.293,0.657,0.558,0.117,0.107,,2019,69.0,Philippines,Asia,c,2019.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,3.0,2.0,2.0,3.0,10.0,3.0,2.0,2.0,7.0,0.0,,26.0,2.0,4.0,4.0,4.0,14.0,3.0,2.0,3.0,8.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,10.0,35.0,61.0,both
Serbia,5.603,,,1.004,1.383,0.854,0.282,0.137,0.039,,2019,70.0,Serbia,Europe,c,2019.0,PF,3.0,3.0,3.0,2.0,3.0,8.0,3.0,2.0,2.0,3.0,10.0,2.0,2.0,2.0,6.0,0.0,,24.0,2.0,4.0,3.0,3.0,12.0,4.0,3.0,3.0,10.0,2.0,2.0,3.0,2.0,9.0,4.0,3.0,3.0,2.0,12.0,43.0,67.0,both
Moldova,5.529,,,0.685,1.328,0.739,0.245,0.181,0.0,,2019,71.0,Moldova,Eurasia,c,2019.0,PF,3.0,4.0,4.0,3.0,2.0,9.0,3.0,3.0,2.0,3.0,11.0,2.0,1.0,1.0,4.0,0.0,,24.0,2.0,3.0,3.0,3.0,11.0,3.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,9.0,34.0,58.0,both
Libya,5.525,,,1.044,1.303,0.673,0.416,0.133,0.152,,2019,72.0,Libya,Africa,c,2019.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,9.0,both
Montenegro,5.523,,,1.051,1.361,0.871,0.197,0.142,0.08,,2019,73.0,Montenegro,Europe,c,2019.0,PF,4.0,3.0,3.0,2.0,3.0,8.0,2.0,2.0,2.0,3.0,9.0,2.0,2.0,2.0,6.0,0.0,,23.0,2.0,3.0,3.0,3.0,11.0,3.0,3.0,3.0,9.0,2.0,2.0,3.0,3.0,10.0,3.0,3.0,3.0,3.0,12.0,42.0,65.0,both
Tajikistan,5.467,,,0.493,1.098,0.718,0.389,0.23,0.144,,2019,74.0,Tajikistan,Eurasia,c,2019.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,9.0,both
Croatia,5.432,,,1.155,1.266,0.914,0.296,0.119,0.022,,2019,75.0,Croatia,Europe,c,2019.0,F,1.0,2.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,4.0,3.0,3.0,10.0,0.0,,36.0,3.0,3.0,3.0,4.0,13.0,4.0,4.0,4.0,12.0,3.0,3.0,3.0,2.0,11.0,4.0,3.0,3.0,3.0,13.0,49.0,85.0,both
Hong Kong,5.43,,,1.438,1.277,1.122,0.44,0.258,0.287,,2019,76.0,Hong Kong,Asia,t,2019.0,PF,5.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,7.0,1.0,3.0,2.0,6.0,0.0,,15.0,2.0,4.0,2.0,4.0,12.0,2.0,4.0,2.0,8.0,2.0,3.0,3.0,3.0,11.0,3.0,3.0,4.0,3.0,13.0,44.0,59.0,both
Dominican Republic,5.425,,,1.015,1.401,0.779,0.497,0.113,0.101,,2019,77.0,Dominican Republic,Americas,c,2019.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,1.0,10.0,3.0,2.0,2.0,7.0,0.0,,26.0,2.0,4.0,4.0,4.0,14.0,3.0,4.0,3.0,10.0,3.0,2.0,2.0,1.0,8.0,2.0,3.0,2.0,2.0,9.0,41.0,67.0,both
Bosnia and Herzegovina,5.386,,,0.945,1.212,0.845,0.212,0.263,0.006,,2019,78.0,Bosnia and Herzegovina,Europe,c,2019.0,PF,4.0,4.0,2.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,9.0,2.0,1.0,1.0,4.0,0.0,,19.0,2.0,3.0,2.0,3.0,10.0,3.0,2.0,2.0,7.0,1.0,2.0,2.0,2.0,7.0,3.0,2.0,3.0,2.0,10.0,34.0,53.0,both
Turkey,5.373,,,1.183,1.36,0.808,0.195,0.083,0.106,,2019,79.0,Turkey,Europe,c,2019.0,NF,5.0,6.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,7.0,2.0,1.0,0.0,3.0,0.0,,15.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,16.0,31.0,both
